label	element_name	interpro_id
513	Small ribosomal subunit protein uS8 superfamily	IPR035987
514	Triosephosphate isomerase superfamily	IPR035990
515	Ricin B-like lectins	IPR035992
516	Nucleoside phosphorylase superfamily	IPR035994
517	Bowman-Birk type proteinase inhibitor	IPR035995
518	Tetrapyrrole methylase superfamily	IPR035996
519	Photosystem antenna protein-like superfamily	IPR036001
520	Creatinase/aminopeptidase-like	IPR036005
521	Aconitase, iron-sulfur domain	IPR036008
522	2Fe-2S ferredoxin-like superfamily	IPR036010
523	Band 7/SPFH domain superfamily	IPR036013
524	Large-conductance mechanosensitive channel MscL	IPR036019
525	WW domain superfamily	IPR036020
526	tRNA-splicing ligase RtcB-like superfamily	IPR036025
527	SH3-like domain superfamily	IPR036028
528	PDZ superfamily	IPR036034
529	SOCS box-like domain superfamily	IPR036036
530	Aminotransferase-like, PLP-dependent enzymes	IPR036038
531	Phosphoglycerate kinase superfamily	IPR036043
532	Acylphosphatase-like domain superfamily	IPR036046
533	F-box-like domain superfamily	IPR036047
534	Chemokine interleukin-8-like superfamily	IPR036048
535	Large ribosomal subunit protein uL29 superfamily	IPR036049
536	KRAB domain superfamily	IPR036051
537	Tryptophan synthase beta chain-like, PALP domain superfamily	IPR036052
538	LDL receptor-like superfamily	IPR036055
539	Fibrinogen-like, C-terminal	IPR036056
540	Kazal domain superfamily	IPR036058
541	Photosystem I PsaJ, reaction centre subunit IX superfamily	IPR036062
542	Smr domain superfamily	IPR036063
543	BolA-like superfamily	IPR036065
544	Nicotinate phosphoribosyltransferase-like, C-terminal	IPR036068
545	CbiD superfamily	IPR036074
546	PAZ domain superfamily	IPR036085
547	ParB/Sulfiredoxin superfamily	IPR036086
548	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase-like superfamily	IPR036087
549	NAC domain superfamily	IPR036093
550	Quinolinate synthetase A superfamily	IPR036094
551	PTS system IIB component-like superfamily	IPR036095
552	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	IPR036097
553	Thymidylate synthase ThyX superfamily	IPR036098
554	Cytochrome b6/f complex, subunit 5 superfamily	IPR036099
555	S-adenosylmethionine:tRNA ribosyltransferase-isomerase, QueA superfamily	IPR036100
556	Carbon storage regulator superfamily	IPR036107
557	Glu-tRNAGln amidotransferase superfamily, subunit C	IPR036113
558	Fibronectin type III superfamily	IPR036116
559	UreE urease accessory, N-terminal domain superfamily	IPR036118
560	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily	IPR036121
561	CcmE-like superfamily	IPR036127
562	Pyridoxine 5'-phosphate synthase	IPR036130
563	Nitrite/Sulfite reductase ferredoxin-like domain superfamily	IPR036136
564	Profilin superfamily	IPR036140
565	MukF, middle domain superfamily	IPR036141
566	Cytochrome b6-f complex, subunit 8 superfamily	IPR036143
567	GTP cyclohydrolase II superfamily	IPR036144
568	Septum formation inhibitor MinC, C-terminal domain superfamily	IPR036145
569	Cyclotide superfamily	IPR036146
570	Cytochrome b/b6, C-terminal domain superfamily	IPR036150
571	Beta-Galactosidase/glucuronidase domain superfamily	IPR036156
572	dUTPase-like superfamily	IPR036157
573	RPB6/omega subunit-like superfamily	IPR036161
574	Resolvase-like, N-terminal catalytic domain superfamily	IPR036162
575	Heavy metal-associated domain superfamily	IPR036163
576	Large ribosomal subunit protein bL21-like superfamily	IPR036164
577	AP-2 complex subunit mu, C-terminal superfamily	IPR036168
578	DXP reductoisomerase, C-terminal domain superfamily	IPR036169
579	Zinc finger, Sec23/Sec24-type superfamily	IPR036174
580	Sec23/Sec24 helical domain superfamily	IPR036175
581	Immunoglobulin-like domain superfamily	IPR036179
582	Gelsolin-like domain superfamily	IPR036180
583	YajQ-like superfamily	IPR036183
584	Serpin superfamily	IPR036186
585	DNA mismatch repair protein MutS, core domain superfamily	IPR036187
586	FAD/NAD(P)-binding domain superfamily	IPR036188
587	Urocanase superfamily	IPR036190
588	RRF superfamily	IPR036191
589	Cell division protein ZapA-like superfamily	IPR036192
590	Flagellar transcriptional activator FlhD superfamily	IPR036194
591	Phosphotyrosine protein phosphatase I superfamily	IPR036196
592	Thiamin phosphate synthase superfamily	IPR036206
593	Calpain large subunit, domain III superfamily	IPR036213
594	Translation elongation factor eEF-1beta-like superfamily	IPR036219
595	GINS, helical bundle-like domain superfamily	IPR036224
596	SRP/SRP receptor, N-terminal	IPR036225
597	Large ribosomal subunit protein uL15/eL18 superfamily	IPR036227
598	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain superfamily	IPR036230
599	Large ribosomal subunit protein bL12, oligomerization domain superfamily	IPR036235
600	Zinc finger C2H2 superfamily	IPR036236
601	Xylose isomerase-like superfamily	IPR036237
602	Thioredoxin-like superfamily	IPR036249
603	Acyl-CoA dehydrogenase-like, C-terminal	IPR036250
604	Arginine repressor, C-terminal domain superfamily	IPR036251
605	YgfB-like superfamily	IPR036255
606	Cytochrome C oxidase subunit II, transmembrane domain superfamily	IPR036257
607	MFS transporter superfamily	IPR036259
608	Bacterial exopeptidase dimerisation domain	IPR036264
609	HIT-like superfamily	IPR036265
610	SecA, Wing/Scaffold superfamily	IPR036266
611	RuvA, C-terminal domain superfamily	IPR036267
612	ZapD domain superfamily	IPR036268
613	UPF0358 superfamily	IPR036270
614	Tetracyclin repressor-like, C-terminal domain superfamily	IPR036271
615	CRAL/TRIO, N-terminal domain superfamily	IPR036273
616	SMCs flexible hinge superfamily	IPR036277
617	5'-3' exonuclease, C-terminal domain superfamily	IPR036279
618	Multiheme cytochrome superfamily	IPR036280
619	Glutathione S-transferase, C-terminal domain superfamily	IPR036282
620	G-protein gamma-like domain superfamily	IPR036284
621	LexA/Signal peptidase-like superfamily	IPR036286
622	NAD(P)-binding domain superfamily	IPR036291
623	RGS domain superfamily	IPR036305
624	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily	IPR036312
625	Manganese/iron superoxide dismutase, C-terminal domain superfamily	IPR036314
626	FAD-binding, type PCMH-like superfamily	IPR036318
627	Glycosyl transferase family 3, N-terminal domain superfamily	IPR036320
628	WD40-repeat-containing domain superfamily	IPR036322
629	Manganese/iron superoxide dismutase, N-terminal domain superfamily	IPR036324
630	Glutamyl-tRNA reductase, N-terminal domain superfamily	IPR036343
631	Exoribonuclease, PH domain 2 superfamily	IPR036345
632	GTP-binding protein OBG, C-terminal domain superfamily	IPR036346
633	Sema domain superfamily	IPR036352
634	Photosystem I reaction centre subunit VIII superfamily	IPR036357
635	SAP domain superfamily	IPR036361
636	SEA domain superfamily	IPR036364
637	PGBD-like superfamily	IPR036365
638	Large ribosomal subunit protein bL17 superfamily	IPR036373
639	Oxidoreductase, molybdopterin-binding domain superfamily	IPR036374
640	Hemopexin-like domain superfamily	IPR036375
641	Ribulose bisphosphate carboxylase, large subunit, C-terminal domain superfamily	IPR036376
642	FAS1 domain superfamily	IPR036378
643	Isochorismatase-like superfamily	IPR036380
644	Thrombospondin type-1 (TSP1) repeat superfamily	IPR036383
645	Ribulose bisphosphate carboxylase, small subunit superfamily	IPR036385
646	HscB, C-terminal domain superfamily	IPR036386
647	Neurohypophysial hormone domain superfamily	IPR036387
648	Winged helix-like DNA-binding domain superfamily	IPR036388
649	Ribonuclease III, endonuclease domain superfamily	IPR036389
650	Winged helix DNA-binding domain superfamily	IPR036390
651	PLAT/LH2 domain superfamily	IPR036392
652	Acetylglutamate kinase-like superfamily	IPR036393
653	Ribosomal protein uL22 superfamily	IPR036394
654	Cytochrome P450 superfamily	IPR036396
655	Ribonuclease H superfamily	IPR036397
656	Alpha carbonic anhydrase domain superfamily	IPR036398
657	Pesticidal crystal protein, central domain superfamily	IPR036399
658	Cytochrome b5-like heme/steroid binding domain superfamily	IPR036400
659	Small ribosomal subunit protein eS17 superfamily	IPR036401
660	Elongation factor Ts, dimerisation domain superfamily	IPR036402
661	Jacalin-like lectin domain superfamily	IPR036404
662	Oxygen-dependent coproporphyrinogen III oxidase superfamily	IPR036406
663	DM DNA-binding domain superfamily	IPR036407
664	Photosystem I PsaA/PsaB superfamily	IPR036408
665	Class II aldolase/adducin N-terminal domain superfamily	IPR036409
666	Heat shock protein DnaJ, cysteine-rich domain superfamily	IPR036410
667	TorD-like superfamily	IPR036411
668	HAD-like superfamily	IPR036412
669	Lamin tail domain superfamily	IPR036415
670	Peptidyl-tRNA hydrolase superfamily	IPR036416
671	Ribosomal protein S3, C-terminal domain superfamily	IPR036419
672	BRCT domain superfamily	IPR036420
673	Iron dependent repressor, metal binding and dimerisation domain superfamily	IPR036421
674	RuBisCO large subunit, N-terminal domain superfamily	IPR036422
675	Superoxide dismutase-like, copper/zinc binding domain superfamily	IPR036423
676	Decaprenyl diphosphate synthase-like superfamily	IPR036424
677	MoaB/Mog-like domain superfamily	IPR036425
678	Bulb-type lectin domain superfamily	IPR036426
679	Bromodomain-like superfamily	IPR036427
680	Pterin 4 alpha carbinolamine dehydratase superfamily	IPR036428
681	Ribonuclease T2-like superfamily	IPR036430
682	ARID DNA-binding domain superfamily	IPR036431
683	Disintegrin domain superfamily	IPR036436
684	Insulin-like superfamily	IPR036438
685	Peptidase C15, pyroglutamyl peptidase I-like superfamily	IPR036440
686	Dehydroquinase, class II superfamily	IPR036441
687	ProQ/FinO domain superfamily	IPR036442
688	Zinc finger, RanBP2-type superfamily	IPR036443
689	Phospholipase A2 domain superfamily	IPR036444
690	GPCR family 2, extracellular hormone receptor domain superfamily	IPR036445
691	Ribonucleoside hydrolase-like	IPR036452
692	Glutamyl tRNA-reductase dimerization domain superfamily	IPR036453
693	Polyribonucleotide nucleotidyltransferase, RNA-binding domain superfamily	IPR036456
694	PPM-type phosphatase-like domain superfamily	IPR036457
695	Sodium:dicarboxylate symporter superfamily	IPR036458
696	Urease, beta subunit superfamily	IPR036461
697	Urease, gamma subunit superfamily	IPR036463
698	von Willebrand factor A-like domain superfamily	IPR036465
699	Lumazine/riboflavin synthase superfamily	IPR036467
700	Formyl transferase, N-terminal domain superfamily	IPR036477
701	Carbamoyl-phosphate synthase small subunit, N-terminal domain superfamily	IPR036480
702	N-acetylmuramoyl-L-alanine amidase/PGRP domain superfamily	IPR036505
703	Peptide methionine sulphoxide reductase MsrA superfamily	IPR036509
704	Small ribosomal subunit protein bS20 superfamily	IPR036510
705	Queuine tRNA-ribosyltransferase-like	IPR036511
706	Photosystem II PsbZ superfamily	IPR036512
707	STAS domain superfamily	IPR036513
708	SGNH hydrolase superfamily	IPR036514
709	FF domain superfamily	IPR036517
710	Signal recognition particle, subunit SRP19-like superfamily	IPR036521
711	Molybdopterin cofactor biosynthesis C (MoaC) domain superfamily	IPR036522
712	SurE-like phosphatase/nucleotidase superfamily	IPR036523
713	Frataxin/CyaY superfamily	IPR036524
714	Tubulin/FtsZ, GTPase domain superfamily	IPR036525
715	Carbon-nitrogen hydrolase superfamily	IPR036526
716	SCP2 sterol-binding domain superfamily	IPR036527
717	Flavin prenyltransferase-like	IPR036551
718	RNA 3'-terminal phosphate cyclase, insert domain superfamily	IPR036553
719	GHMP kinase, C-terminal domain superfamily	IPR036554
720	Molybdopterin biosynthesis MoaE subunit superfamily	IPR036563
721	Mur-like, catalytic domain superfamily	IPR036565
722	Pyrimidine nucleoside phosphorylase-like, C-terminal domain superfamily	IPR036566
723	Ribosome hibernation promotion factor-like	IPR036567
724	Sugar-phosphate isomerase, RpiB/LacA/LacB superfamily	IPR036569
725	HORMA domain superfamily	IPR036570
726	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase superfamily	IPR036571
727	Doublecortin domain superfamily	IPR036572
728	Knottin, scorpion toxin-like superfamily	IPR036574
729	WRKY domain superfamily	IPR036576
730	SMAD MH1 domain superfamily	IPR036578
731	Cyanate lyase, C-terminal domain superfamily	IPR036581
732	Homocysteine-binding domain superfamily	IPR036589
733	YggU-like superfamily	IPR036591
734	Methionine synthase domain	IPR036594
735	Alpha-macroglobulin, receptor-binding domain superfamily	IPR036595
736	DNA ligase, ATP-dependent, N-terminal domain superfamily	IPR036599
737	RNA polymerase, RBP11-like subunit	IPR036603
738	Phosphoribosylformylglycinamidine synthase subunit PurS-like superfamily	IPR036604
739	PEBP-like superfamily	IPR036610
740	Trigger factor ribosome-binding domain superfamily	IPR036611
741	K Homology domain, type 1 superfamily	IPR036612
742	Mur ligase, C-terminal domain superfamily	IPR036615
743	PtsI, HPr-binding domain superfamily	IPR036618
744	Anticodon-binding domain superfamily	IPR036621
745	Hemimethylated DNA-binding domain superfamily	IPR036623
746	E3-binding domain superfamily	IPR036625
747	Clp, N-terminal domain superfamily	IPR036628
748	YjbJ superfamily	IPR036629
749	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain superfamily	IPR036635
750	Phosphohistidine domain superfamily	IPR036637
751	Helix-loop-helix DNA-binding domain superfamily	IPR036638
752	ABC transporter type 1, transmembrane domain superfamily	IPR036640
753	HPT domain superfamily	IPR036641
754	DNA-directed RNA polymerase, insert domain superfamily	IPR036643
755	Elafin-like superfamily	IPR036645
756	BPG-independent phosphoglycerate mutase, domain B superfamily	IPR036646
757	Inorganic pyrophosphatase superfamily	IPR036649
758	Glutamine synthetase, N-terminal domain superfamily	IPR036651
759	YjeF N-terminal domain superfamily	IPR036652
760	CinA-like, C-terminal	IPR036653
761	Luciferase-like domain superfamily	IPR036661
762	Fumarylacetoacetase-like, C-terminal domain superfamily	IPR036663
763	SecA, preprotein cross-linking domain superfamily	IPR036670
764	DPH-type metal-binding domain superfamily	IPR036671
765	p53-like tetramerisation domain superfamily	IPR036674
766	PurM-like, C-terminal domain superfamily	IPR036676
767	MutS, connector domain superfamily	IPR036678
768	YehU-like superfamily	IPR036685
769	ESAT-6-like superfamily	IPR036689
770	Ferrodoxin-fold anticodon-binding domain superfamily	IPR036690
771	Endonuclease/exonuclease/phosphatase superfamily	IPR036691
772	Arginyl tRNA synthetase N-terminal domain superfamily	IPR036695
773	Hemocyanin, N-terminal domain superfamily	IPR036697
774	ComB-like superfamily	IPR036702
775	MOB kinase activator superfamily	IPR036703
776	Ribonuclease E inhibitor RraA/RraA-like superfamily	IPR036704
777	Cell division topological specificity factor MinE superfamily	IPR036707
778	Autotransporter beta-domain superfamily	IPR036709
779	Flavinator of succinate dehydrogenase superfamily	IPR036714
780	Pesticidal crystal protein, N-terminal domain superfamily	IPR036716
781	Neurotransmitter-gated ion-channel transmembrane domain superfamily	IPR036719
782	Regulator of K+ conductance, C-terminal domain superfamily	IPR036721
783	Alpha-catenin/vinculin-like superfamily	IPR036723
784	Cobalamin-binding domain superfamily	IPR036724
785	GTP1/OBG domain superfamily	IPR036726
786	Pheromone/general odorant binding protein superfamily	IPR036728
787	Neurotransmitter-gated ion-channel ligand-binding domain superfamily	IPR036734
788	NusG, N-terminal domain superfamily	IPR036735
789	ACP-like superfamily	IPR036736
790	OmpA-like domain superfamily	IPR036737
791	Expansin, cellulose-binding-like domain superfamily	IPR036749
792	Stage V sporulation protein G superfamily	IPR036751
793	YbaK/aminoacyl-tRNA synthetase-associated domain superfamily	IPR036754
794	Lipid/polyisoprenoid-binding, YceI-like superfamily	IPR036761
795	Putative dsDNA mimic superfamily	IPR036763
796	ZipA, C-terminal FtsZ-binding domain superfamily	IPR036765
797	Fe(II) trafficking protein YggX superfamily	IPR036766
798	ApaG domain superfamily	IPR036767
799	Large ribosomal subunit protein uL11, C-terminal domain superfamily	IPR036769
800	Ankyrin repeat-containing domain superfamily	IPR036770
801	F0F1 ATP synthase delta/epsilon subunit, N-terminal	IPR036771
802	SRCR-like domain superfamily	IPR036772
803	TGF-beta binding (TB) domain superfamily	IPR036773
804	DNA polymerase, Y-family, little finger domain superfamily	IPR036775
805	LysM domain superfamily	IPR036779
806	Translation initiation factor 3 (IF-3), N-terminal domain superfamily	IPR036787
807	Translation initiation factor 3 (IF-3), C-terminal domain superfamily	IPR036788
808	Large ribosomal subunit protein uL6-like, alpha-beta domain superfamily	IPR036789
809	Frizzled cysteine-rich domain superfamily	IPR036790
810	Large ribosomal subunit protein bL9, C-terminal domain superfamily	IPR036791
811	Aspartate carbamoyltransferase regulatory subunit, C-terminal domain superfamily	IPR036792
812	Aspartate carbamoyltransferase regulatory subunit, N-terminal domain superfamily	IPR036793
813	ATP synthase delta/epsilon subunit, C-terminal domain superfamily	IPR036794
814	Large ribosomal subunit protein uL11, N-terminal domain superfamily	IPR036796
815	ATP:guanido phosphotransferase, N-terminal domain superfamily	IPR036802
816	Porphobilinogen deaminase, C-terminal domain superfamily	IPR036803
817	Transcription elongation factor, GreA/GreB, N-terminal domain superfamily	IPR036805
818	YozE SAM-like superfamily	IPR036806
819	NADP-dependent oxidoreductase domain superfamily	IPR036812
820	14-3-3 domain superfamily	IPR036815
821	Ribonuclease A-like domain superfamily	IPR036816
822	Transthyretin/hydroxyisourate hydrolase domain superfamily	IPR036817
823	Archease domain superfamily	IPR036820
824	Peptide deformylase superfamily	IPR036821
825	CutC-like domain superfamily	IPR036822
826	Small ribosomal subunit protein uS7 domain superfamily	IPR036823
827	Cytochrome f large domain superfamily	IPR036826
828	Polyphosphate kinase middle domain superfamily	IPR036830
829	Polyphosphate kinase N-terminal domain superfamily	IPR036832
830	Bcl-2-like superfamily	IPR036834
831	Agouti domain superfamily	IPR036836
832	Cation efflux protein, cytoplasmic domain superfamily	IPR036837
833	Small ribosomal subunit protein uS10 domain superfamily	IPR036838
834	Hint domain superfamily	IPR036844
835	Ribosome maturation factor RimP, C-terminal domain superfamily	IPR036847
836	Enolase-like, C-terminal domain superfamily	IPR036849
837	Nucleoside diphosphate kinase-like domain superfamily	IPR036850
838	Peptidase S8/S53 domain superfamily	IPR036852
839	Large ribosomal subunit protein uL14 superfamily	IPR036853
840	Photosystem II protein D1/D2 superfamily	IPR036854
841	Zinc finger, CCCH-type superfamily	IPR036855
842	Thyroglobulin type-1 superfamily	IPR036857
843	CAP Gly-rich domain superfamily	IPR036859
844	SH2 domain superfamily	IPR036860
845	Endochitinase-like superfamily	IPR036861
846	Photosystem II reaction centre protein H superfamily	IPR036863
847	Zn(2)-C6 fungal-type DNA-binding domain superfamily	IPR036864
848	CRAL-TRIO lipid binding domain superfamily	IPR036865
849	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like	IPR036866
850	R3H domain superfamily	IPR036867
851	TusA-like domain superfamily	IPR036868
852	Chaperone J-domain superfamily	IPR036869
853	Small ribosomal subunit protein bS18 superfamily	IPR036870
854	PX domain superfamily	IPR036871
855	CH domain superfamily	IPR036872
856	Rhodanese-like domain superfamily	IPR036873
857	Carbonic anhydrase superfamily	IPR036874
858	Zinc finger, CCHC-type superfamily	IPR036875
859	UVR domain superfamily	IPR036876
860	SUI1 domain superfamily	IPR036877
861	Glucose permease domain IIB	IPR036878
862	Transcription factor, MADS-box superfamily	IPR036879
863	Pancreatic trypsin inhibitor Kunitz domain superfamily	IPR036880
864	Glycoside hydrolase family 3 C-terminal domain superfamily	IPR036881
865	Alba-like domain superfamily	IPR036882
866	PDCD5-like superfamily	IPR036883
867	SWIB/MDM2 domain superfamily	IPR036885
868	DNA integrity scanning protein, DisA, N-terminal domain superfamily	IPR036888
869	Histidine kinase/HSP90-like ATPase superfamily	IPR036890
870	Signal recognition particle, SRP54 subunit, M-domain superfamily	IPR036891
871	SBP domain superfamily	IPR036893
872	Nucleoid-associated protein YbaB-like domain superfamily	IPR036894
873	Uracil-DNA glycosylase-like domain superfamily	IPR036895
874	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily	IPR036897
875	Large ribosomal subunit protein uL13 superfamily	IPR036899
876	Alpha-D-phosphohexomutase, C-terminal domain superfamily	IPR036900
877	Aspartate/ornithine carbamoyltransferase superfamily	IPR036901
878	ATPase, V1 complex, subunit F superfamily	IPR036906
879	RlpA-like domain superfamily	IPR036908
880	Cytochrome c-like domain superfamily	IPR036909
881	High mobility group box domain superfamily	IPR036910
882	Methylglyoxal synthase-like domain superfamily	IPR036914
883	Cyclin-like superfamily	IPR036915
884	Pyruvate kinase, C-terminal domain superfamily	IPR036918
885	Large ribosomal subunit protein uL30, ferredoxin-like fold domain superfamily	IPR036919
886	Large ribosomal subunit protein uL16 superfamily	IPR036920
887	PurM-like, N-terminal domain superfamily	IPR036921
888	Rieske [2Fe-2S] iron-sulphur domain superfamily	IPR036922
889	Prion/Doppel beta-ribbon domain superfamily	IPR036924
890	Translation initiation factor IF-2, domain 3 superfamily	IPR036925
891	Thymidylate synthase/dCMP hydroxymethylase superfamily	IPR036926
892	Cytochrome c oxidase-like, subunit I superfamily	IPR036927
893	Amidase signature (AS) superfamily	IPR036928
894	Thiol:disulfide interchange protein DsbD, N-terminal domain superfamily	IPR036929
895	Large ribosomal subunit protein bL9, N-terminal domain superfamily	IPR036935
896	CRIB domain superfamily	IPR036936
897	Fimbrial-type adhesion domain superfamily	IPR036937
898	Phosphatidic acid phosphatase type 2/haloperoxidase superfamily	IPR036938
899	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily	IPR036940
900	Receptor L-domain superfamily	IPR036941
901	TonB-dependent receptor-like, beta-barrel domain superfamily	IPR036942
902	Fibronectin type II domain superfamily	IPR036943
903	Penicillin binding protein transglycosylase domain	IPR036950
904	Transcription elongation factor GreA/GreB, C-terminal domain superfamily	IPR036953
905	AP2/ERF domain superfamily	IPR036955
906	T-box superfamily	IPR036960
907	Kinesin motor domain superfamily	IPR036961
908	Glycoside hydrolase, family 3, N-terminal domain superfamily	IPR036962
909	Ras guanine-nucleotide exchange factor, catalytic domain superfamily	IPR036964
910	Terpene synthase, N-terminal domain superfamily	IPR036965
911	Small ribosomal subunit protein uS11 superfamily	IPR036967
912	Enolpyruvate transferase domain superfamily	IPR036968
913	Citrate synthase superfamily	IPR036969
914	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain superfamily	IPR036971
915	PUA domain superfamily	IPR036974
916	RimM, N-terminal domain superfamily	IPR036976
917	Deoxyhypusine synthase superfamily	IPR036982
918	RNA-binding S4 domain superfamily	IPR036986
919	Methylpurine-DNA glycosylase superfamily	IPR036995
920	Porin, LamB-type superfamily	IPR036998
921	Exonuclease VII, small subunit superfamily	IPR037004
922	S-ribosylhomocysteinase (LuxS) superfamily	IPR037005
923	RnfH superfamily	IPR037021
924	Formyl transferase, C-terminal domain superfamily	IPR037022
925	Photosystem II cytochrome b559, alpha subunit superfamily	IPR037025
926	YqgF/RNase H-like domain superfamily	IPR037027
927	Succinylarginine dihydrolase superfamily	IPR037031
928	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily	IPR037033
929	RNA polymerase Rpb2, domain 2 superfamily	IPR037034
930	Trigger factor, C-terminal domain superfamily	IPR037041
931	Peptidase S8 propeptide/proteinase inhibitor I9 superfamily	IPR037045
932	MHC class I-like antigen recognition-like superfamily	IPR037055
933	DNA mismatch repair MutH/Type II restriction endonuclease superfamily	IPR037057
934	Malic enzyme, N-terminal domain superfamily	IPR037062
935	TonB-dependent receptor, plug domain superfamily	IPR037066
936	Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily	IPR037069
937	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal domain superfamily	IPR037099
938	Tubulin/FtsZ-like, C-terminal domain	IPR037103
939	Annexin superfamily	IPR037104
940	Sirohaem synthase, dimerisation domain superfamily	IPR037115
941	Valyl-tRNA synthetase, tRNA-binding arm superfamily	IPR037118
942	Large ribosomal subunit protein bL25, C-terminal	IPR037121
943	Phosphoribosylglycinamide synthetase, C-domain superfamily	IPR037123
944	GroES chaperonin superfamily	IPR037124
945	Tetrahydrodipicolinate-N-succinyltransferase, N-terminal domain superfamily	IPR037133
946	RNA 3'-terminal phosphate cyclase domain superfamily	IPR037136
947	Histone deacetylase domain superfamily	IPR037138
948	4'-phosphopantetheinyl transferase domain superfamily	IPR037143
949	Large ribosomal subunit protein bL28 superfamily	IPR037147
950	UDP-N-acetylglucosamine O-acyltransferase, C-terminal domain superfamily	IPR037157
951	Spermidine synthase, tetramerisation domain superfamily	IPR037163
952	NagB/RpiA transferase-like	IPR037171
953	Kynurenine formamidase superfamily	IPR037175
954	Osmotin/thaumatin-like superfamily	IPR037176
955	LIS1, N-terminal	IPR037190
956	VPS9 domain superfamily	IPR037191
957	HSP90, C-terminal domain	IPR037196
958	WWE domain superfamily	IPR037197
959	MutL, C-terminal domain superfamily	IPR037198
960	NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain superfamily	IPR037207
961	RUN domain superfamily	IPR037213
962	Tryptophan/Indoleamine 2,3-dioxygenase-like	IPR037217
963	Peptidase M41-like	IPR037219
964	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain superfamily	IPR037225
965	Large ribosomal subunit protein bL35 superfamily	IPR037229
966	NAP-like superfamily	IPR037231
967	NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily	IPR037232
968	CcmK-like superfamily	IPR037233
969	IlvD/EDD, N-terminal domain	IPR037237
970	NEAT domain superfamily	IPR037250
971	Photosystem II PsbL superfamily	IPR037266
972	Photosystem II PsbJ superfamily	IPR037267
973	Photosystem II PsbT superfamily	IPR037268
974	Photosystem II PsbM superfamily	IPR037269
975	Photosystem II PsbK superfamily	IPR037270
976	Photosystem II PsbI superfamily	IPR037271
977	Sodium:neurotransmitter symporter superfamily	IPR037272
978	ARFGAP/RecO-like zinc finger	IPR037278
979	F-actin-capping protein subunit alpha/beta	IPR037282
980	ABC transporter, BtuC-like	IPR037294
981	SpoVT-AbrB domain superfamily	IPR037914
982	Transcription regulator HTH-like	IPR037923
983	Phosphoribosyl-AMP cyclohydrolase domain superfamily	IPR038019
984	Putative hydro-lyase	IPR038021
985	Neuronal acetylcholine receptor	IPR038050
986	YcgL-like superfamily	IPR038068
987	Pelota/DOM34, N-terminal domain	IPR038069
988	UROD/MetE-like superfamily	IPR038071
989	Troponin domain superfamily	IPR038077
990	Corrinoid adenosyltransferase PduO/GlcC-like superfamily	IPR038084
991	RNase P subunit Pop5/Rpp14/Rnp2-like domain superfamily	IPR038085
992	DNA-directed RNA polymerase subunit delta, N-terminal domain superfamily	IPR038087
993	TrpR-like superfamily	IPR038116
994	RNA polymerase Rpb1, funnel domain superfamily	IPR038120
995	Methylthiotransferase, N-terminal domain superfamily	IPR038135
996	CofD-like domain superfamily	IPR038136
997	Kringle superfamily	IPR038178
998	NAC A/B domain superfamily	IPR038187
999	YidC, periplasmic domain superfamily	IPR038221
1000	DHHA2 domain superfamily	IPR038222
1001	Syd superfamily	IPR038228
1002	Small ribosomal subunit protein eS4, central domain superfamily	IPR038237
1003	PdxB, dimerisation domain superfamily	IPR038251
1004	SCAN domain superfamily	IPR038269
1005	UreF domain superfamily	IPR038277
1006	PPE superfamily	IPR038332
1007	Connexin, N-terminal domain superfamily	IPR038359
1008	LepA, C-terminal domain superfamily	IPR038363
1009	Urocanase, central domain superfamily	IPR038364
1010	Zinc finger, ClpX C4-type superfamily	IPR038366
1011	ATP synthase, alpha subunit, C-terminal domain superfamily	IPR038376
1012	Sodium/glucose symporter superfamily	IPR038377
1013	Small ribosomal subunit protein bS21 superfamily	IPR038380
1014	Gnk2-homologous domain superfamily	IPR038408
1015	NADH:ubiquinone oxidoreductase, subunit 3 superfamily	IPR038430
1016	DnaA, N-terminal domain superfamily	IPR038454
1017	Peptide chain release factor 3, domain III superfamily	IPR038467
1018	UvrC, RNAse H endonuclease domain superfamily	IPR038476
1019	Imidazole glycerol phosphate dehydratase domain superfamily	IPR038494
1020	V-type ATPase subunit E, C-terminal domain superfamily	IPR038495
1021	ArfGAP domain superfamily	IPR038508
1022	ThiC/Bza, core domain	IPR038521
1023	GT29-like superfamiliy	IPR038578
1024	L-arabinose isomerase, N-terminal domain superfamily	IPR038583
